"id","author","authorLink","authorThumb","text","likes","time","timestamp","edited","hasReplies","repliesToken","numReplies","reply.id","reply.author","reply.authorLink","reply.authorThumb","reply.text","reply.likes","reply.time","reply.timestamp","reply.edited"
"UgyGtaTypcBMfZ-_pC14AaABAg","lee kang","/channel/UCfI9LB6VwsqX2hBIqO0pWpg","https://yt3.ggpht.com/-yAVd77UJsXA/AAAAAAAAAAI/AAAAAAAAAAA/EKGGDaDP3_U/s48-c-k-c0x00ffffff-no-rj-mo/photo.jpg","구너 누나 예뻐요♥",3,"4 hours ago",1565444680901,false,false,,,,,,,,,,,
"UgwJIHGno2nxYvoLrpJ4AaABAg","또치","/channel/UCem27m3b3dIbeG_B7wW-j3w","https://yt3.ggpht.com/-mORvDhryfa0/AAAAAAAAAAI/AAAAAAAAAAA/9ZhTyhaqWHw/s48-c-k-c0x00ffffff-no-rj-mo/photo.jpg","이지훈님이랑 축구 해본적 있는데 진짜 기본기있고 잘 차심 인성도 좋으시고 깜짝 놀랐어요",0,"4 hours ago",1565444680931,false,false,,,,,,,,,,,
"UgwQx-FY6ZQ1JhytGYF4AaABAg","좇수지","/channel/UC5YOT2c4pjFUuzjDqniK5qA","https://yt3.ggpht.com/-mtOsjnmnF3A/AAAAAAAAAAI/AAAAAAAAAAA/BeYgznPmxCM/s48-c-k-c0x00ffffff-no-rj-mo/photo.jpg","1분9초에 김재성 전국가대표님 축구부에서 만나서 교훈들었었는데",0,"4 hours ago",1565444680934,false,false,,,,,,,,,,,
"Ugwg7VI7FS1NpD3I5eR4AaABAg","20 19","/channel/UCmiEjcpUrkMYNYou9mH6NCw","https://yt3.ggpht.com/-TYfop3vpDDw/AAAAAAAAAAI/AAAAAAAAAAA/VA0Y5GRlJrg/s48-c-k-c0x00ffffff-no-rj-mo/photo.jpg","축구의 신 메갓 ㄷㄷ",0,"4 hours ago",1565444680938,false,false,,,,,,,,,,,
"Ugz75Cty6vzTv9vRsKN4AaABAg","Steo Lin","/channel/UCS3b7803txgOBEKOiAsoA8Q","https://yt3.ggpht.com/-lnJxToKgi-8/AAAAAAAAAAI/AAAAAAAAAAA/FJF-M8BN_VA/s48-c-k-c0x00ffffff-no-rj-mo/photo.jpg","우디뭐냐 ㅋ 개갑분싸네 저기가 어디라고 나오냐 ㅋㅋㅋ 주작디 ㅋㅋㅋㅋㅋ",0,"4 hours ago",1565444680945,false,false,,,,,,,,,,,
"UgykVKKmPIekC0AQK6l4AaABAg","님노","/channel/UCKejyPC3kNqMmjzAnw1ZLMQ","https://yt3.ggpht.com/-Qi5m94PQDsE/AAAAAAAAAAI/AAAAAAAAAAA/LBnBuV6mkI0/s48-c-k-c0x00ffffff-no-rj-mo/photo.jpg","2:50 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",0,"4 hours ago",1565444680948,false,false,,,,,,,,,,,
"UgwcVdSL3NRIsEGt4XN4AaABAg","유성호","/channel/UCC6ykenLhjPi75qB1B1z5Mg","https://yt3.ggpht.com/-xONoz5Rrn-w/AAAAAAAAAAI/AAAAAAAAAAA/hTWHRCnR85U/s48-c-k-c0x00ffffff-no-rj-mo/photo.jpg","우디 사재기이 가수아닌강",0,"4 hours ago",1565444680959,false,false,,,,,,,,,,,
"UgyVgjcO9ysUjr8-y294AaABAg","햅규따번","/channel/UCmKSnSPuDJHel_BaIFotn3w","https://yt3.ggpht.com/-UxSsrRMeYLg/AAAAAAAAAAI/AAAAAAAAAAA/NKeHuFoJxxY/s48-c-k-c0x00ffffff-no-rj-mo/photo.jpg","개좆두 끄지라",0,"4 hours ago",1565444680966,false,false,,,,,,,,,,,
"Ugz8Ozf-qeiMl0hr_H54AaABAg","AM #AL","/channel/UC7tt8uVXN4-VOQv9WP1XOGQ","https://yt3.ggpht.com/-42ijrhCLsrs/AAAAAAAAAAI/AAAAAAAAAAA/Ok0LC9yr-Wo/s48-c-k-c0x00ffffff-no-rj-mo/photo.jpg","Cristiano Nalgangdo\n출생: 2019. 7.26\n신장: 187cm 83.5kg\n소속팀유벤투스 FC (FW 공격수, 7)데뷔2002년 스포르팅 리스본 입단수상2017년 발롱도르상경력2018.07~ 유벤투스 FC (이탈리아)사이트공식사이트, 인스타그램, 트위터, 페이스북",0,"4 hours ago",1565444680992,false,false,,,,,,,,,,,
"Ugz2shue_wborgROI594AaABAg","구정화","/channel/UCMng79vx692xzVY69pRSozg","https://yt3.ggpht.com/-MHQzh7OWp68/AAAAAAAAAAI/AAAAAAAAAAA/1ViKNNFvUec/s48-c-k-c0x00ffffff-no-rj-mo/photo.jpg","2:07 이 형 무릎꿇을려다가 말았네",0,"4 hours ago",1565444680999,true,false,,,,,,,,,,,
"UgwO_GkQh8GGdErqpCB4AaABAg","김인직","/channel/UCobNmMReRwWPEhpknUCOqJw","https://yt3.ggpht.com/-dJY9qFvO_34/AAAAAAAAAAI/AAAAAAAAAAA/JMPIXbfI-_0/s48-c-k-c0x00ffffff-no-rj-mo/photo.jpg","우디는 ㄹㅇ 왜나온거지",5,"4 hours ago",1565444681001,false,false,,,,,,,,,,,
"Ugz4asUsYjqaIPz77w54AaABAg","액면가30세 이현종","/channel/UC7ulcEhiZJL4ngX4cFLd_Gg","https://yt3.ggpht.com/-oLn24yZOlf4/AAAAAAAAAAI/AAAAAAAAAAA/pCVJK7gId4A/s48-c-k-c0x00ffffff-no-rj-mo/photo.jpg","저기 그 우디랑 우디고차일드랑 바뀐 거 같아요 아닌가",0,"4 hours ago",1565444681016,false,true,"EkQSC3ZGdHN4ZlF1S1JVwAEAyAEA4AEBogINKP___________wFAAMICGxoXaHR0cHM6Ly93d3cueW91dHViZS5jb20iABgGMk4aTBIaVWd6NGFzVXNZanFhSVB6Nzd3NTRBYUFCQWciAggAKhhVQ2RURGR5Z3BaS2REZXcyczFzNDE5aXcyC3ZGdHN4ZlF1S1JVQAFI9AM%3D",1,,,,,,,,,
,,,,,,,,,,,,"Ugz4asUsYjqaIPz77w54AaABAg.8ySUcDgxBf78ySWofQsIrD","유성호","/channel/UCC6ykenLhjPi75qB1B1z5Mg","https://yt3.ggpht.com/-xONoz5Rrn-w/AAAAAAAAAAI/AAAAAAAAAAA/hTWHRCnR85U/s32-c-k-c0x00ffffff-no-rj-mo/photo.jpg","우디라는 가수있어요",0,"4 hours ago",1565444681613,false
"UgzT9Fpey95iLr9dflx4AaABAg","김호준","/channel/UChzaJlpO8IMrvTpjyJIRNKw","https://yt3.ggpht.com/-UrW0OjF4bf0/AAAAAAAAAAI/AAAAAAAAAAA/qnaG5kz10VY/s48-c-k-c0x00ffffff-no-rj-mo/photo.jpg","유벤전 직관갔을때 슛포러브랑 트레제게, 다비즈 온대서 보러갔었는데 6시 까지도 트레제게랑 다비즈가 안와서 경기입장땜에 경기 전반만 보고 나왔어요 ㅠㅜ 그때 잼철이형한테 사진요\n청했던 남자 중학생인데 잼철이형이랑 못찍어서 아쉬웠어요. 트레제게랑 다비즈도 못봐서 ㅠㅜ 그래도 막판에 두 레전드가 뛰고 갔었다고 하니 다행이네요.",3,"5 hours ago",1565441081028,false,false,,,,,,,,,,,
"UgzJlHbz6nyLEQzLWL14AaABAg","최준혁","/channel/UCW9u5mFteL7BDurNosIhnkQ","https://yt3.ggpht.com/-oI5Qpbl1btI/AAAAAAAAAAI/AAAAAAAAAAA/VRaDNiu6jIM/s48-c-k-c0x00ffffff-no-rj-mo/photo.jpg","우디는 왜 있어요??",6,"5 hours ago",1565441081030,false,false,,,,,,,,,,,
"UgxCrCWQKWW9LFHxsep4AaABAg","김동훈","/channel/UCB4FtF6ems1RfQHhcfMgLHA","https://yt3.ggpht.com/-o_NOXR_v-0Y/AAAAAAAAAAI/AAAAAAAAAAA/KuA6mte-j9Q/s48-c-k-c0x00ffffff-no-rj-mo/photo.jpg","2:06 우리형이 바뀔 거라는 것을 예언한 세리모니",2,"5 hours ago",1565441081031,false,false,,,,,,,,,,,
"UgzEZdq0aWXCZjauwgJ4AaABAg","뀨우","/channel/UC2x3ro4UmVNhISFUuJr6Wvw","https://yt3.ggpht.com/-LBPb2JMKqhY/AAAAAAAAAAI/AAAAAAAAAAA/dbIzZ8l40OM/s48-c-k-c0x00ffffff-no-rj-mo/photo.jpg","백지훈선수보니까 이관우,김대의 선수도 보고싶네오ㅠ",0,"5 hours ago",1565441081033,false,false,,,,,,,,,,,
"UgxOl2FnMmSwo4BQM414AaABAg","시기님","/channel/UCsGNlHWuEj9MsokEeY99udg","https://yt3.ggpht.com/-9xODHz9d_PA/AAAAAAAAAAI/AAAAAAAAAAA/38vx4Vc3pFc/s48-c-k-c0x00ffffff-no-rj-mo/photo.jpg","화이팅~~~!",0,"5 hours ago",1565441081034,false,false,,,,,,,,,,,
"Ugym2-IvvP_Jzmlo0iJ4AaABAg","뜨리구퀸","/channel/UCh-QMenigzMK1zFBmR0g8lA","https://yt3.ggpht.com/-uwuJrUoGs70/AAAAAAAAAAI/AAAAAAAAAAA/Q-6H83qMZdA/s48-c-k-c0x00ffffff-no-rj-mo/photo.jpg","오",0,"5 hours ago",1565441082442,false,false,,,,,,,,,,,
"UgzOypuMDNj8ONno9PJ4AaABAg","Heesoon Lee","/channel/UCwNQ3NX3PfrkHMOgls_x4TQ","https://yt3.ggpht.com/-Y-YQIKuY7oc/AAAAAAAAAAI/AAAAAAAAAAA/gdf5sCpTWv4/s48-c-k-c0x00ffffff-no-rj-mo/photo.jpg","1:31\n???",1,"5 hours ago",1565441082446,false,false,,,,,,,,,,,
"UgwtP2WuUgHeROmEJml4AaABAg","이유지텍","/channel/UCMMrjDN0Dc488h7peVxU0Rw","https://yt3.ggpht.com/-tyuTDJ2Tn9U/AAAAAAAAAAI/AAAAAAAAAAA/cC_jQXUTy9A/s48-c-k-c0x00ffffff-no-rj-mo/photo.jpg","유니폼입으모습보이니까 조원희 선수에 그 헤딩이 생각나네용~ ㅎㅎ",0,"5 hours ago",1565441082448,false,false,,,,,,,,,,,
"Ugxz6iCkIdF54HJFHvR4AaABAg","hahasilsil","/channel/UCa4VmD2qqzNE1JetY21DNiw","https://yt3.ggpht.com/-yn0RK6GJP94/AAAAAAAAAAI/AAAAAAAAAAA/3PmF6VJzYiM/s48-c-k-c0x00ffffff-no-rj-mo/photo.jpg","3:17 골기퍼가 뭡니까...",0,"5 hours ago",1565441082452,false,false,,,,,,,,,,,
"UgzWQPeqcKhbjVMgJRN4AaABAg","김지홍","/channel/UC4Dvcfu-Zr9qoT57K1fjr2A","https://yt3.ggpht.com/-T-1LovjSAqg/AAAAAAAAAAI/AAAAAAAAAAA/cANFEfyoa_s/s48-c-k-c0x00ffffff-no-rj-mo/photo.jpg","현실은 k리그용",0,"6 hours ago",1565437482456,false,false,,,,,,,,,,,
"UgzEfmpXltNtG2OoIpR4AaABAg","최영광","/channel/UCWYKAnhSNWzAf-TdTW3wuUw","https://yt3.ggpht.com/-hizLNZWz13w/AAAAAAAAAAI/AAAAAAAAAAA/KlKO-jnUjzY/s48-c-k-c0x00ffffff-no-rj-mo/photo.jpg","1:49 이슛이 골대를 맞고 나온다면",1,"6 hours ago",1565437482459,false,false,,,,,,,,,,,
"Ugyx22v_6nx1SzviXxx4AaABAg","송현호","/channel/UCNUodNQncSEhgaLtnFtMKuw","https://yt3.ggpht.com/-L1TgoSE3hB4/AAAAAAAAAAI/AAAAAAAAAAA/WFDMa_N5lDo/s48-c-k-c0x00ffffff-no-rj-mo/photo.jpg","가은 키퍼 넘이뻐ㅠㅠㅠㅠㅠ",0,"6 hours ago",1565437482461,false,false,,,,,,,,,,,
"UgwcweMhUVRRuYA_feR4AaABAg","예언가","/channel/UCu1NZdjlukpk9kem50ZZx-w","https://yt3.ggpht.com/-I4M4VNaL0M8/AAAAAAAAAAI/AAAAAAAAAAA/mxmdTNOG8-Q/s48-c-k-c0x00ffffff-no-rj-mo/photo.jpg","3:48 뭘 배웠다는 거죵????",0,"6 hours ago",1565437482465,false,false,,,,,,,,,,,
"UgzuY3KN1fd3GxqLCWt4AaABAg","안동수","/channel/UCLO1oNIx-YWOpruH8-WA9ew","https://yt3.ggpht.com/-WoDypJxqhzw/AAAAAAAAAAI/AAAAAAAAAAA/wxxWVX4Fd8w/s48-c-k-c0x00ffffff-no-rj-mo/photo.jpg","날강두",0,"6 hours ago",1565437482468,false,false,,,,,,,,,,,
"UgzwHk2KCApFhd3LF914AaABAg","초기공tv [초등학생의 기초 공부법]","/channel/UCepQLs6biUlAGwVT1gG-D8A","https://yt3.ggpht.com/-EF_ywqkFP7M/AAAAAAAAAAI/AAAAAAAAAAA/bpQAMAgHcvc/s48-c-k-c0x00ffffff-no-rj-mo/photo.jpg","논란이 되었던 노룩패스가 아닌 노룩슈팅!!!!!!",2,"6 hours ago",1565437482478,false,false,,,,,,,,,,,
"UgyBH9PTt9MzqsgSdqZ4AaABAg","김동진","/channel/UCj_Q6gImc6Mjk9gNHGs0EUg","https://yt3.ggpht.com/-Wiy95IhVsII/AAAAAAAAAAI/AAAAAAAAAAA/woS0WvmQII0/s48-c-k-c0x00ffffff-no-rj-mo/photo.jpg","날강두가 호날두했네",0,"6 hours ago",1565437482480,false,false,,,,,,,,,,,
"UgxGWSzogsrY3u_Ylx94AaABAg","이어진","/channel/UCyDWmB6PcxVDZcUTJIrRnQQ","https://yt3.ggpht.com/-0LTfM07e1gw/AAAAAAAAAAI/AAAAAAAAAAA/5nwrw9iXdfw/s48-c-k-c0x00ffffff-no-rj-mo/photo.jpg","저런 쭉 뻗어나가는 슛 어떻게 차요?? 저 떠있는공 차면 홈런인데;;",0,"6 hours ago",1565437482501,false,false,,,,,,,,,,,
"UgxBUaa-4YsIKyN-wb14AaABAg","Lee jun","/channel/UCW8Negz6jRome2FlFOCW1iQ","https://yt3.ggpht.com/-LkOa_hQOMNE/AAAAAAAAAAI/AAAAAAAAAAA/Z35doFv9LS0/s48-c-k-c0x00ffffff-no-rj-mo/photo.jpg","현영민 형님 진짜 귀여우시네 ㅋㅋㅋㅋㅋㅋ자주 나오길",2,"6 hours ago",1565437482512,false,false,,,,,,,,,,,
"Ugw24xumukhtb5cfCQJ4AaABAg","냠 냠","/channel/UCiGpj4fTrDxeAVOjjeXj1AQ","https://yt3.ggpht.com/-dSp49FOc3Zk/AAAAAAAAAAI/AAAAAAAAAAA/LTQaD6XPbaY/s48-c-k-c0x00ffffff-no-rj-mo/photo.jpg","골키퍼 강화훈련 ㅎㄷㄷ",0,"6 hours ago",1565437482527,false,false,,,,,,,,,,,
"Ugxsq9D4y0TP1GLF3WR4AaABAg","오도경","/channel/UCHymBj0VLxbzdRV1SizW7Aw","https://yt3.ggpht.com/-XupqDEilA94/AAAAAAAAAAI/AAAAAAAAAAA/M4CFiC1FoWI/s48-c-k-c0x00ffffff-no-rj-mo/photo.jpg","3:47 배우 신분 배우신 분  에에에에이이이이",0,"6 hours ago",1565437482531,false,false,,,,,,,,,,,
"Ugzss2P8TXxR-nwgX_54AaABAg","케빈데브라위너","/channel/UC4OAMm8F9Iq3tfx4TvAlJDw","https://yt3.ggpht.com/-nJMr1taIZ0A/AAAAAAAAAAI/AAAAAAAAAAA/5qIoYEBmjYA/s48-c-k-c0x00ffffff-no-rj-mo/photo.jpg","노룩프리킥 오진다... 탐난다... 꿀꺽",1,"6 hours ago",1565437482535,false,false,,,,,,,,,,,
"Ugyk_4kzH_EsOKrpKNZ4AaABAg","김훈","/channel/UC7oqdbyc0wHiZ4YapHSkulA","https://yt3.ggpht.com/-nq3bFhu96gk/AAAAAAAAAAI/AAAAAAAAAAA/GWVvoHc0eDY/s48-c-k-c0x00ffffff-no-rj-mo/photo.jpg","근데왜 경기뛰면 국대들 전부 개발에 대기권돌파슛만하는지...",0,"6 hours ago",1565437482541,false,true,"EkQSC3ZGdHN4ZlF1S1JVwAEAyAEA4AEBogINKP___________wFAAMICGxoXaHR0cHM6Ly93d3cueW91dHViZS5jb20iABgGMk4aTBIaVWd5a180a3pIX0VzT0tycEtOWjRBYUFCQWciAggAKhhVQ2RURGR5Z3BaS2REZXcyczFzNDE5aXcyC3ZGdHN4ZlF1S1JVQAFI9AM%3D",1,,,,,,,,,
,,,,,,,,,,,,"Ugyk_4kzH_EsOKrpKNZ4AaABAg.8ySJLQHPcfN8ySmT7n_rPe","백종수","/channel/UCQdA-iE-pInHTnq5fHtVTVw","https://yt3.ggpht.com/-4g18PlNHryo/AAAAAAAAAAI/AAAAAAAAAAA/tljN2GqTD7k/s32-c-k-c0x00ffffff-no-rj-mo/photo.jpg","경기 상황에서랑 다르죠 생각 좀..",0,"2 hours ago",1565451883085,false
"UgwDeqHc_pAJ-GYtQ5N4AaABAg","디디","/channel/UCB9RqZ35d7aRX1bXMVcbjsw","https://yt3.ggpht.com/-rE6DRMULLrk/AAAAAAAAAAI/AAAAAAAAAAA/tKGwG5XBGE0/s48-c-k-c0x00ffffff-no-rj-mo/photo.jpg","호남두가 젤 웃기더라ㅋㅋㅋㅋ",0,"6 hours ago",1565437482545,false,false,,,,,,,,,,,
